127.0.0.1 - - [05/Dec/2019:20:42:50 +0200] "GET / HTTP/1.1" 304 0 - "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:51 +0200] "GET /lib/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0 "http://localhost:8080/" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:51 +0200] "GET /mxclientsystem/mxui/ui/mxui.css HTTP/1.1" 304 0 "http://localhost:8080/" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:51 +0200] "GET /mxclientsystem/mxui/mxui.js HTTP/1.1" 304 0 "http://localhost:8080/" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:51 +0200] "POST /xas/ HTTP/1.1" 0 0 "http://localhost:8080/" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:52 +0200] "GET /login.html HTTP/1.1" 304 0 "http://localhost:8080/" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:52 +0200] "GET /lib/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0 "http://localhost:8080/login.html" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:52 +0200] "GET /styles/login.css HTTP/1.1" 304 0 "http://localhost:8080/login.html" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:52 +0200] "GET /js/login_i18n.js HTTP/1.1" 304 0 "http://localhost:8080/login.html" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:52 +0200] "GET /js/login.js HTTP/1.1" 304 0 "http://localhost:8080/login.html" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
127.0.0.1 - - [05/Dec/2019:20:42:52 +0200] "GET /css/images/mendix-logo.png HTTP/1.1" 404 0 "http://localhost:8080/styles/login.css?{{cachebust}}" "Mozilla/5.0 (Linux; Android 7.0; SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36"
